"TimeSpan","BlueTeam.min","RedTeam.min","OppositeTeam.min","BlueTeam.median","RedTeam.median","OppositeTeam.median","BlueTeam.max","RedTeam.max","OppositeTeam.max"
382,2.1,4,13.4,9.7,76.2,42.2,15.3,77.8,75.2
383,2.2,5,13,17.25,76.55,70.2,122.3,93.3,173.9
384,2.8,4.1,14.1,19.45,73.65,70,120.5,87.3,162
385,8.7,3.2,16.6,22.8,72.15,68,116.6,85.9,150.6
386,6.1,4.1,13.5,19.45,70.65,67.2,113.5,82.7,139.9
387,6.2,3.2,5,19.2,68.2,62.6,110.9,77.4,129.7
388,2.1,3.2,10.3,19.4,69.95,57.9,109.1,77.2,120.3
389,6.4,6.1,11.2,19.6,69.65,60.1,108.2,74,112.2
390,4.4,1,10.2,19.3,68.65,59.7,108.1,75.1,105.4
391,5,5,8.9,20.7,65.65,55.4,108.8,71.6,102.8
392,4.6,3.6,5.8,14.7,68.55,48,100.7,77.4,100.4
393,5.4,4.7,3.4,12,72.35,40.9,98,83.4,100
394,5.4,6.2,2.3,9.85,77.1,54.85,95.3,86.1,95.9
395,1.4,8.2,1,8.25,80.45,53.95,92.5,90.2,93.5
396,5.8,5.6,1.6,10.35,85.6,50.95,94.1,93.4,94.8
397,5.4,3,2,14.5,89.5,50.55,92,97.5,96.9
398,1.2,2.2,3.2,10.3,92.6,51,91,94.6,97.7
399,1.4,2.7,20.2,8.2,94.15,48.15,16.4,100.8,91
400,1.1,4.5,21.9,11.4,99,51,22.7,105.1,92.3
401,2.8,4.1,26,14.05,99.35,51.4,28,104.8,90
402,5.1,7.2,22.6,17.45,94.7,49.25,34.2,101.6,90.8
403,7.1,8,19.1,20.35,91.95,47.05,39.8,101.2,93.7
404,7.2,8.3,18.4,22.75,92.35,47.1,44.7,101.4,95.1
405,7.8,12.7,21.4,23.2,91.6,47.4,45.5,106,99
406,5,10.2,21.8,23.25,90.9,48,46.2,103.4,98.6
407,2,8.5,19.4,24.35,90.9,49.4,48.6,98.7,96.5
408,2.2,9.7,17.1,25.95,90.95,49.6,51.5,102.4,97
409,3,10.2,15.7,27.75,90.65,48.25,55.1,105.4,97.1
410,1.1,5.3,20.9,30.9,87.2,48.9,61.5,102.8,94
411,2.8,3.7,24.1,33.45,90.1,46.9,66.8,99.5,91.3
412,4.9,2.2,16.8,34.7,91.2,46.05,69.4,94.5,88
413,7.1,2.2,9.2,38.15,87.6,44.5,76.2,95.3,93
414,7.1,2.2,2.1,38.65,84.9,43.35,76.5,93.5,94.1
415,5.5,1.5,1,39.95,83.35,42.1,74,90.6,90.7
416,4.1,5,7.3,43.55,80.1,40.7,73.6,87.4,89.2
417,2.8,2.2,13.5,45.2,78.65,40.25,73.2,84.3,87.3
418,3.4,2.8,11.7,45.25,80.5,65.25,73.7,108.3,124.1
419,5,3.6,4.5,44.55,77,68.45,73.7,101.8,117
420,5,3.5,3.2,41.4,74.6,69.8,74.3,99.2,113.7
421,3.2,3.2,4,39.8,72.1,65.35,69.3,97.8,110.5
422,4.3,4.1,2.9,67.75,70.2,69.4,99.1,90.7,165.6
423,3.1,8.9,2.1,67.55,67.3,67.8,99.1,88.6,156.3
424,2.9,6.1,2,67.65,63.95,62.6,99.1,86.2,146.5
425,1.7,7.8,0.4,66.6,63.95,63.1,96.5,84.2,136.8
426,1,5,2.8,66.95,67.05,62.5,89.4,82.8,126.9
427,1,5.4,2.2,70.75,66.6,65.3,83.1,78.1,116.7
428,5.8,7.6,2.2,71.7,61.85,59.9,83,75.4,106.5
429,7.3,8.2,3.2,66.9,59.2,51.7,81.3,76.4,96.4
430,3,5.1,8.3,65.3,61.45,53.2,79.8,70.5,88.6
431,0.6,1.6,6.1,62.45,58.3,52.8,78.2,70.9,85.3
432,2,4.2,7.1,57.75,57.95,52,78,71.6,82.5
433,3.2,3.6,8.2,48.9,60.75,53.2,75.4,72,77.7
434,4,5,8,39.95,61.55,48.5,74.2,76,84.8
435,4.1,5,7.1,31.55,56.45,38.9,73.3,76.6,87
436,3.2,4.5,8.1,29.1,57.9,37.3,72.6,75.8,84.2
437,5.7,9.1,8,25.55,52.85,32.8,71.8,75.2,85
438,1,5,8.2,20.6,48,28.6,65.9,72.4,76.6
439,4.9,4.2,13,22.8,40.65,28,61.4,71.6,70.8
440,3.6,7.1,12,24.2,44.15,30.2,66.8,69.6,73.6
441,3.8,7.1,5,28.6,49.55,31.3,68.3,70,73.8
442,4.7,7,5.4,27.6,51.6,31.1,64.1,72.6,77.7
443,6.4,6,6.7,29.35,56.4,35.5,65.5,75.2,79.9
444,7.8,3.2,9.2,30.95,61.2,38.1,62.3,81.2,83.1
445,7.8,5.1,11.7,26.15,63.85,36.7,58.1,87.1,84.7
446,6,5.8,19.6,22.1,68.7,43.7,55.4,92.5,86.4
447,8.2,0.7,18.2,21.85,69.35,44,58.8,98.1,92.2
448,8.1,7.8,10,21.2,64.25,48.1,61.4,104,98.2
449,7.2,2.8,12.6,17.8,64.5,48.8,61.5,109.2,103
450,2.8,3.6,14,13.55,68.7,52.9,62.1,114.6,107.7
451,2.8,6.1,9,11.4,70.25,60.7,67,114.6,111.4
452,3.7,3.6,12,8,70.15,62.2,64.7,118.9,114
453,4,2.1,9.5,10.55,68.85,60.5,64.4,122.3,121
454,5,0.9,9.5,14.15,68.4,60.2,71.4,128.4,129
455,7.6,2.7,15.1,15.75,73.65,63,70.5,136.8,133.3
456,3.5,2.4,22.6,14.25,74.15,63.1,71.5,140.1,135.1
457,5.8,5.7,14.9,14.25,72.5,62,69.3,141.9,137
458,5,5.2,12,14.75,72.9,63.2,68.6,142,136.1
459,3.6,10.3,13,18.65,72.55,64.9,63.9,139.7,131.4
460,7.1,5.1,12.5,16.2,75.05,61.8,67.2,139.9,132.1
461,5,5.4,10.4,12.65,75.15,61.2,64.1,140.6,130.8
462,7.8,2.2,6.1,15.2,75,63.2,67.2,137.9,130.4
463,9.2,2.8,1.1,20.15,72.95,60.3,69.1,136.8,130.9
464,9.8,2.2,3.6,25.65,67.8,55.1,69.1,136.4,131.5
465,6.7,4.2,5.8,28.75,69.5,50.5,68.4,134.3,131.1
466,4.1,4.2,11,30.4,68.2,45.9,63.6,132.8,128
467,7.1,5.4,5.4,30.9,67.3,42.9,66.1,133.7,131.2
468,7.3,5,3.2,34.6,69.15,44.3,69.1,133.8,133.7
469,9.8,3.8,5.8,38.2,67.65,50.4,70.3,133.3,136.4
470,11.4,3.8,3.6,40.2,67.3,56.5,70.2,133.3,135.1
471,6,1.9,4.1,44.5,65.35,52.9,67,130.3,130
472,3,5.4,1.7,48.4,64.65,53.2,65.1,129.2,124
473,2.2,2.4,2.6,52.6,62.05,55.9,64,123,118
474,3.2,2.2,3.2,56.2,58.15,54.5,62.2,116,113
475,1,3,5,59.15,65.5,48.1,60.4,115,107.3
476,2.8,5,2.5,56.2,64.35,46.2,62.2,113.3,102.4
477,4,5.4,3.2,56.05,70.5,38.9,63.8,108.5,94.8
478,4,1.5,3.1,55.8,74.4,31.3,62.1,102.8,89.7
479,1.6,6.4,1,53.55,73.1,32.2,59,98.3,83.3
480,2.1,7.3,2.1,47.9,70.15,32.6,58.7,93,79.8
481,2,5.1,1,55.75,70.55,21.3,58.9,84.1,72
482,1.8,4.1,4.5,51.9,73.05,41.95,64.8,83,75
483,1.4,3.2,5.1,47.85,66.5,43.25,65.6,83.1,77
484,4.1,1.8,6.1,42.25,70.15,44.65,69.7,86,82.2
485,4.1,8.5,10.4,35.8,66.9,44.05,71.6,92,83.7
486,8.5,10,7.3,36.6,61.05,39.6,73,87,83.5
487,4.9,11.7,13.2,35.9,56.2,35.35,71.2,82,83.6
488,9.3,5,12,35.6,51.05,30.7,69.8,74,81.5
489,15.8,9.1,8.2,36.25,45.5,31.45,72.2,71,83.7
490,10.4,12,9.5,36.7,38.25,29.6,72.2,72,81
491,6.1,11,8,37.6,39.1,27,65.1,78,78.5
492,7.1,19.1,6.5,65.35,43.6,38.2,118.8,87,127.7
493,5.1,14.3,9,68.45,47.55,38.45,116.2,95.1,129.5
494,7,7.3,3.4,71,46.65,42,112.4,93,120.9
495,7.6,7.9,4.2,68.65,48.85,47.3,109.3,97,115.3
496,14.2,7.3,5,67.35,47.05,43.75,107.1,94,115.5
497,15.8,14.5,3.3,64.9,50.25,46.55,105.4,99.8,115.3
498,15.8,13,1.6,61.95,53.75,49.85,104.9,105.5,116
499,15.3,10.8,1.8,58.1,56.95,51.6,105.2,111.3,116.8
500,13.5,10.3,4.3,54.65,58.35,47,107,113,111.3
501,10.5,5.8,4.7,50.2,57.95,46.5,106.3,112.2,111
502,8.6,7.2,2.7,46.9,57.75,42.1,105.5,110.7,108.7
503,4.4,6.7,4.6,45.15,60,37.85,105.1,115.4,112.3
504,2,8.5,4.8,42.95,59.95,37,108.6,118.9,117.9
505,8.5,12.8,4.1,37,61.25,34.75,109,122,121.8
506,10.5,15.5,4.6,35.35,62.75,37.35,115.1,121.9,124.2
507,8.6,23.5,6,33.7,81.85,53.5,119.4,122.9,132.4
508,8.4,25.3,1.3,35.05,84.45,54.2,117.5,124,126.1
509,6.4,27,0.9,35.55,86.2,58.5,119.1,124.3,124.4
510,4.2,22.7,1,35.15,86.05,77.3,119.6,95.5,120.1
511,1.4,19.7,2.2,35.55,86.55,75.75,119.1,90,121.3
512,4.2,23.3,2.6,65.5,86,77.15,117.4,90.4,119.2
513,5.4,18.6,3,62.95,78.15,78.1,114,88.2,116
514,8.9,18.6,4.5,62.35,70.25,76.1,113,88.7,113.7
515,5.1,15,30.1,17.3,65.65,62.3,22.4,85.7,113.7
516,2,11.7,37,26,61.6,64.65,26.8,82.4,117.2
517,3.6,8,33.6,31.1,62.95,65.75,32.2,77.4,122.5
518,7.1,3,29.2,35.2,59.55,61.75,38.9,81.5,126.8
519,14.6,10.3,24.2,34.2,56.35,59,40.2,86.3,127.1
520,13.2,20.2,22.2,60.9,53.55,75.1,114.8,91.1,128.1
521,11.7,28.3,20.6,61.1,49.7,69.65,113.6,92.2,128.1
522,10.4,29.3,21.1,61.05,51.65,65.8,112.3,97.2,128.2
523,6.3,27.5,20.6,60.7,53.3,66.7,108.7,102,127.3
524,2.4,19.7,15.8,51.6,53.45,64.1,89.5,106.9,127.3
525,3.9,20.2,13.6,50.45,57.05,61.15,77.1,111.8,127.6
526,3.2,4.5,8.9,47.75,58.9,58.15,65.3,113.8,128.3
527,5,6.4,3,52,58.85,59.2,65.3,114,127.8
528,2.9,8.1,7.2,55.05,60.8,61.8,67.2,114.1,128.2
529,3.5,5,9.4,58.95,64.6,68.2,73.6,118.5,130.5
530,4,8.5,3.2,61.5,66.05,64.55,77.6,122.9,130.5
531,4.4,7.9,2,64,67.05,65.5,79.4,123.5,130.4
532,4.8,10.3,5.7,60.4,67.7,64.9,82.4,125.1,130.5
533,5.3,8.5,2,65.1,71.7,68.35,79.3,127.8,131.5
534,5.9,8.2,2.5,66.45,72.95,69.45,78,129.1,132
535,6.4,10,1.4,67.65,72.7,68.75,76.9,129.5,132.2
536,6.9,8.1,3.3,65.9,71.4,68.5,72.5,128.7,131.3
537,10.6,6.3,0.4,64.4,84.6,74.4,74,128.2,130.4
538,7.6,7.6,2.8,68,80.2,73.7,75.6,125,130.4
539,6.4,10.2,3.6,66.1,77.15,71.7,72.2,126.8,130
540,5.9,11.2,11.3,68.7,71.7,70.2,72.7,125.8,129.5
541,6.4,8,16,75,70.95,68.2,76.9,124.3,129.1
542,3.7,8,20.3,78.2,65.4,65.7,80.5,120.7,125.3
543,6,8.1,24.3,71.1,64.55,64,77.1,119.5,125.9
544,10.4,6.1,24,63.9,61.55,61,73.6,118.5,126.4
545,7.1,5,23.2,63.6,54.9,56.4,70.6,115,124.1
546,6,6.1,20.1,79.45,58.45,63.1,133.8,117.9,154
547,3.6,8.1,13.9,78.85,57.3,60.7,128.8,118.8,147.1
548,9.2,4.5,16.4,80.35,59.4,60.8,128.4,116.8,140.3
549,8.9,4.1,13.4,79.85,63.3,60.7,124.3,118.2,134.4
550,9.2,2,12.2,77.55,67.15,61.5,120.2,118.5,134.4
551,13.1,5.7,6.1,75.15,64.45,63.2,118.3,116.6,132.8
552,13.6,12.1,5.8,71.25,61.5,64.85,116.1,112.3,129.2
553,9.5,3.6,3.6,68.9,64.25,62.85,115.8,118.6,125.8
554,9,7.8,1.6,67.7,66.2,64.2,115.5,122.8,122.2
555,8.5,8.9,2.2,67.05,69.75,66.55,115.5,124.3,122.1
556,2.2,4.1,2.8,64.35,69.15,63.25,68.7,117.5,118.7
557,2.5,6,4,64.55,68.55,63.75,70,118.5,119.8
558,3.6,9.6,2.2,61.65,66.45,63.15,66.8,120,121.2
559,2.8,6.3,2.2,55.2,65.7,59.05,63.7,119.9,120.8
560,1,4,1.4,55.1,64,58.45,59.4,118.9,120.8
561,2.5,4,1.6,48.6,62.2,54.8,56.9,117.9,120.6
562,5.1,5.1,1,42.3,60.3,50.5,55.9,114.7,120.8
563,2.2,3.2,4.6,35.8,59,50.6,52,112.1,121.4
564,2.6,5,9.2,33.65,57.35,50.45,54,107.9,122.3
565,2.9,14.9,5.9,54.05,59.05,51.7,113.9,109.6,121.7
566,3.2,11,5.5,54.6,60.8,52.75,115.4,112.3,121.5
567,3.6,11.7,5.4,54.4,62.55,50.85,116.5,111.9,121
568,5.1,9.9,1,51.5,59,48.65,114.1,105.6,115
569,3.6,10.8,1,46.25,56.7,45.75,110.3,103.2,113
570,6.1,16.6,7.3,40.65,57.2,43.8,106.8,106.2,111.1
571,4.1,14.4,5.1,37.6,57.85,43.25,102.6,107.4,109.4
572,2,14.8,6.5,37.2,56.75,38.7,96.2,105.1,103.2
573,6.4,15.5,3,37.6,55.4,35.05,95.3,99.3,100.7
574,3.4,19.8,9.2,30.85,55.95,34.65,90.1,99.8,99.3
575,3.4,10.8,8.2,25.35,51.4,30.05,88,96.2,98.1
576,1.5,1.4,7.2,21.8,51.05,23.3,81.9,94.9,92.8
577,3,2.2,5,15.35,49.2,17.85,76,93.4,87.7
578,5.1,7.3,1,10.6,45.35,16.4,75,88.3,88.3
579,2,5.4,3,6.85,41.8,15.45,69.9,83.4,84.5
580,4.3,4.1,5.4,10.65,38.95,12.6,73.4,77.7,80.3
581,3,3.6,1.4,11.65,39.3,11,76.7,78.3,78
582,3.2,2,1.8,12.55,41.9,10.65,80.1,83.3,82.7
583,3,2.2,1.4,40.8,45.6,14.2,81.1,90.6,86.5
584,2.3,2,1.4,39.1,44.5,11.9,78.2,88.1,83.5
585,2,4,4,37.95,68.7,41.8,74.8,91.8,98.3
586,1.4,2,2.2,37.7,63.6,36.55,74.7,90.3,95.7
587,2.4,1.4,2.2,74.1,59.75,32.75,75.5,88.2,92.7
588,2.7,1,2,76,53.45,32,77.2,83.3,90.5
589,2.1,0.8,4,39.45,47.75,30.95,78.4,81.6,87.7
590,3,0.8,4.2,40.7,41.65,28.15,78.3,82.7,82.6
591,4.5,5,2,43.2,38.15,28.35,79.3,83.9,83
592,11,4.1,1.7,74.5,32.45,33,81.4,84.5,86
593,11.2,4.5,2,76.8,28.65,27.6,85.8,84.7,86.5
594,2.8,5.4,3.2,79.7,22.15,23,82.3,91.1,92.7
595,4,7,2.2,76.3,22.5,21.5,80.1,95.3,98.8
596,4,2.2,9.2,4,23.75,20,4,97.2,76
597,5,2.2,9.2,5,30.8,19.65,5,99.9,77.1
598,5,2.2,9.1,5,38.3,19.3,5,99.9,78.2
599,4,3.6,9.1,4,47.95,19.2,4,99.4,78.4
600,3,4.5,9,3,50.75,19.1,3,97.9,79.7
601,5,2.2,10.4,5,50.15,18.1,5,99.5,80.7
602,4.1,5.1,10.4,79.8,55.1,69.4,83.6,101.2,146.2
603,4.1,3.2,10.2,71,62.2,76.6,74.8,99.5,145
604,3.2,1,9.5,68,65.35,77.7,70.8,98,143.8
605,5.8,1.3,11.3,61.4,70.2,74.5,67.1,96.6,142.8
606,3.2,3.6,8.1,3.2,76.6,18.2,3.2,95.4,88.1
607,1,3,8.6,1,81.25,18.45,1,94.2,95.3
608,2.2,3.2,8.9,2.2,83.15,15.95,2.2,93.2,94.1
609,1.4,3,15.3,1.4,84.6,21.2,1.4,92.4,101.7
610,8.5,2.8,14.2,8.5,82.75,24.9,8.5,91.7,104.6
611,15.8,4.5,11.2,15.8,78.7,24.15,15.8,91.2,105.6
612,19.4,2.2,7.9,19.4,76.5,29.2,19.4,94.3,113.3
613,24,5,5.8,24,74.6,34.65,24,98.2,120.7
614,29.1,6.1,3.6,29.1,79,39.75,29.1,103.8,128.2
615,23.3,6.3,7.8,23.3,82,40.3,23.3,106.1,130
616,20.6,5.8,7.1,65,82,84.9,80.8,100.1,185
617,12.2,4.2,9.7,64.2,80.95,81,71.5,96.1,176.9
618,1.4,7.8,12.4,61.85,76.9,78.35,63.6,95.1,170.2
619,2.9,6.3,6.1,60.3,77.05,77.45,62.8,94.2,163
620,4.5,8.5,3,57.95,76.45,73.1,63.1,95.8,156
621,6,10.2,2.1,45.85,72.05,64.3,55.2,89.7,145.9
622,4.2,1.4,6.7,30.45,74.45,59.25,52.8,84.1,139.1
623,5.6,3,7.8,25.5,77.7,51.7,50.6,84.7,131.9
624,4.1,5.1,7.1,22.7,77.1,60.25,42.2,82.1,124.7
625,8.1,8,7.8,23.7,73.9,58.95,38.1,80.9,118.2
626,6.4,3.6,5.1,23.45,74.15,55.95,33.3,78,112.3
627,12.2,3.2,4.5,24.9,74.55,52.1,32.2,77.3,106.8
628,13.5,7.2,3.2,26.1,70.55,52.05,32.1,79.1,101.5
629,13,7.8,3.2,26.05,67.3,52.15,32.4,77,96.9
630,10.4,7.1,1.8,24.45,65.75,70.5,78.3,74.3,137.1
631,7.1,9.4,5.1,22.65,61.55,68.65,73.8,71.1,131.3
632,8.3,9.9,5,27.7,62,68.5,73.8,74,124.2
633,11.6,10.3,5.4,32.4,62.5,68.05,73.9,75.7,118.3
634,11.1,7.7,5.4,33.4,62.6,68.95,75.1,72.2,111.4
635,10,2,5.1,35.5,66.2,68.65,75.5,71,105.8
636,9.2,3,17.9,43.7,65.25,69.4,61.7,69.7,98.8
637,8.5,2.5,17,43.35,62.85,69.25,62,70.8,93
638,1.4,2.7,16.5,39.85,65.55,70.35,56.1,71.6,88.6
639,2.2,7.1,8.1,39.7,69.35,69.4,57.2,71.4,86.4
640,5.1,6.7,9.2,36.65,66,67.1,58.3,71.5,78.7
641,7.3,6,9.2,35.55,67.75,66.05,59.5,73.8,79.9
642,5.1,6,16,30.4,69.35,62.6,54.1,75.8,80
643,3.2,3.2,24,26.75,69.1,61.05,48.5,76.8,80.7
644,4.7,2.6,25.3,25.6,70.9,56.55,47.8,77.4,81.1
645,10.3,2.4,28.7,43.9,72,61.3,91.6,74.9,127.6
646,13.3,2.2,25,42.8,71,58.95,87.7,74.1,120.8
647,13.3,2.4,25,39.4,67.5,55.75,83,76.6,121.1
648,13,2.5,23.4,35.9,72.25,52.65,79.2,79.3,122.6
649,11,3,18.7,32.45,76.3,51,76.5,84.7,124.1
650,11.7,2.2,13.6,29.85,74.9,51.7,76.5,84.7,124.7
651,11.2,7.6,10.5,27.85,74.3,52.6,73.3,91.9,125.3
652,10,5,8.1,25.35,77.1,53.15,70,96,126
653,8.8,5,5.5,23.4,78.55,55.45,66.9,103,126.7
654,7.6,4.8,5,21.4,79.05,58.1,64,106.9,127.4
655,7.5,5.5,7,18.85,81.15,59.85,61,114.2,128.2
656,7.4,3.6,3.6,18.2,77.85,59.25,59.2,115.4,129
657,7.3,1.4,1.4,13.7,80.35,66.9,55,107.8,121
658,5.8,4.1,2.8,10.5,79.65,63.45,51.3,105.1,114.4
659,3.4,3.8,1.8,7.25,86.3,62.45,47.8,103.6,107.1
660,1.9,8.9,2.1,5.25,91.55,86.9,44.4,101.5,110
661,2.2,5,2,6.25,95.8,93.5,41.7,98.9,105.2
662,2,21.5,3.8,5.55,69.55,87.8,34.4,96.3,103.5
663,1,21,4,7.35,63.85,86.45,29.5,94.9,101.8
664,2.2,21,3.6,3.85,60.35,83.3,28,94.2,100.9
665,1,21,66.5,3.1,22.4,86.2,27.8,43.1,100.6
666,1,18.3,62.7,4.1,25.7,82.7,26.2,43.8,100.6
667,2.7,16.5,57,5.8,29.9,76.9,23,45.9,102.2
668,3.9,16.3,48.1,8.55,34.8,71,23.9,49.6,104.3
669,5.8,14.2,42.2,12.45,39.4,64.8,25.5,53.2,106.1
670,3,11.7,46.1,13.2,43.8,61.4,20,55.5,108.1
671,2,11.2,45.5,13.05,47.9,61.8,20.9,59.1,110.2
672,5.8,10,42.4,12.45,51.3,59.3,24.7,60.4,110.5
673,5,11.7,35.5,13.85,55.1,60.3,29.4,66.5,109.2
674,6.2,5,33.5,16.2,59.7,60.2,36.4,63.6,109.5
675,5.2,5.4,27.3,22.7,62.3,60.6,40.8,64.4,115.1
676,6.3,4.1,32.8,23.35,60.8,63,46.3,64.4,119.2
677,9.6,14.3,24.1,25.55,53.9,61.7,51,65.9,117.2
678,3.6,22,20.2,26.9,47.7,60,52.6,63.1,114.8
679,4.5,23,22.2,25.1,45.7,64,53.8,58,113.1
680,3.2,22.5,15.8,21.35,47.3,56.2,52,58.7,107.8
681,1.6,22,10.2,22.45,48.8,47,54.9,60.1,104.6
682,3,14.3,7.1,20.5,48.8,38,58.1,53.4,100.6
683,4.1,8.1,1,19.75,48.8,30.4,60.1,53.3,96.2
684,6,3.6,1.8,18.4,46.5,22.8,60.7,47,91.8
685,6.3,2.8,4.1,17.65,40.3,20.1,62.2,41.1,91
686,4.7,2.2,3.2,17.45,36.7,20.9,62.1,38.9,90.6
687,4.3,3,3.6,14.5,35.4,18.4,62.1,38,90.2
688,3,3,5,11.6,33.4,15.8,62.6,34.9,90.5
689,2.2,38.7,3.2,8.05,38.7,40.7,64.6,38.7,89.4
690,3,34.6,3.2,9.4,34.6,38.75,71,34.6,91.1
691,2,35.4,1.8,9.55,35.4,39.05,69.6,35.4,90.1
692,5.4,30.8,1.4,11.3,30.8,34.55,69.1,30.8,89.1
693,3.2,25.9,3.9,12.45,25.9,33.3,68.2,25.9,88.2
694,2.7,29.6,3.3,15.9,29.6,31.05,67.9,29.6,87
695,1,24.1,3.4,13.95,24.1,28.85,67.8,24.1,85.9
696,4.1,21,1.3,13.1,21,25.4,67.7,21,84.7
697,3.2,17.7,2.3,11.55,17.7,23.15,67.5,17.7,83.6
698,1.4,15.8,4.1,11.6,15.8,19.65,68.1,15.8,82.5
699,4.5,15.5,9.2,11,15.5,20.2,68.5,15.5,82.9
700,3.2,17,18.7,8.65,43.5,30,68.6,53.3,83.8
701,2.8,20.9,23.7,9,36.6,37.4,71.7,53.6,84.7
702,1,15.5,27.4,9.6,34.6,65.4,72,55.9,86
703,4.2,20.9,30.8,15.6,32.55,64.4,76.6,53.4,86
704,2,24.9,29.4,13.45,31.05,64.4,77.7,57.1,86.3
705,1.4,26.8,30.2,13.2,31.65,66.9,81,62.8,90.3
706,1,25.1,34.7,13.45,34,61.4,78.6,67.5,97.1
707,3.6,24.8,33.2,13.2,36.95,64.1,75.9,73,98.9
708,2.9,25.3,30.4,16.8,40.05,65.75,77.9,78.6,101.9
709,6.1,25.7,28.4,22,40.05,66,77.9,78.9,97.9
710,10,25.7,27.9,25.2,40.35,63.65,85.4,79.9,98.7
711,8.9,25.5,28.6,23.45,41.5,64.9,92.8,82.5,102.5
712,8.5,25.5,27.8,22.2,43.3,67.25,100.4,83.9,102.5
713,8.3,25.4,19.3,19.6,46.2,65.9,103.4,83.3,98
714,4,23.8,13.9,19.4,47.8,62.4,101.4,82.8,97.5
715,4.1,21.4,8.9,19.65,48.7,60.6,103.4,82.5,100.4
716,3.2,13.8,4.2,18.55,51.4,58.2,106.1,80.7,103.3
717,2,13.9,1.4,14.05,50.65,58.25,110,79.2,109
718,6.1,14.4,5,15.4,49.85,58.9,113.4,74.7,113.1
719,7.1,15.2,3.2,20.7,49.1,59.6,117.2,69.3,118.1
720,6.3,13.5,3.2,27.45,49.05,64.7,121.1,67.3,121.7
721,5,7.1,5,35.3,45.75,67.8,123.5,61.4,122.8
722,2,5,4.1,42.1,39.45,71.5,119.4,55.8,119.7
723,4.1,6.1,3.6,47,31.65,70.85,117.4,50.8,118.7
724,7.6,3.6,3.2,50.8,24.95,65.4,112.1,43.4,112.4
725,3.4,4.5,4.1,54.8,23.35,58.95,109.5,37.5,110.6
726,4.4,3.5,1.4,56.6,36.95,79.9,112.5,89.3,111.2
727,5.6,6.1,30.2,56.9,39.3,81.4,67.1,84.1,113.9
728,5.1,6.4,27.2,60.65,41.5,80.7,70.2,79,117.2
729,4.9,4.1,24.2,64.3,41.05,78.55,73.5,74.9,120.8
730,4.6,2,21.8,68.5,40.7,76.8,76.2,72.3,122
731,3.4,7.2,18.6,73.15,42.25,75.5,81,71.2,124.3
732,7.3,9.2,15.8,77.35,40.95,73.15,83.2,69.3,118.3
733,7.5,8.2,14.7,80.5,40,69.95,86.3,63.2,113.6
734,7.4,7.9,14,84.65,39.4,67.75,90.8,60.4,111.1
735,6.4,8.2,11.6,88,41,65.1,94.2,57,110.1
736,5.4,5.1,8.5,95.65,39,84.1,130,51.6,135.7
737,5.6,5,5,97.7,37.2,79.6,126.2,52.4,126.5
738,12.4,5.1,4.2,95.85,35.55,78.9,126.9,51.1,120.2
739,16.7,2.7,5.7,91.35,33.1,78.7,123,49.8,115.3
740,18.7,9.3,3.8,88.3,28.8,74.5,119.4,49.6,111.5
741,21.4,5.8,3.1,82.05,25.05,74.4,116,47.1,110.8
742,19.3,2.7,2.2,79.15,22.7,74.8,113.8,46,111.6
743,16.6,1.2,3,74.6,21.15,72.1,111,44.8,112.5
744,16.1,3.8,0.9,70.45,20.6,64,110,43.6,113.5
745,12.3,3.5,1.1,65.95,28.4,52.8,109.3,42.5,108.9
746,8.3,6.3,1.7,61.5,24.95,51.15,108.8,41.5,108.2
747,4.5,4.1,2.2,67.2,22.4,54.3,108.2,40,105.9
748,1,4.1,2.8,73,22.95,51.45,104.2,44.6,105.1
749,5,11.1,3.9,77.25,24,54.2,97.7,47.5,104.9
750,10.8,11.9,2.5,82,23.55,49.6,96.5,47.1,98.8
751,2.8,8.9,2,96.7,23.9,38.3,107.5,46.5,111.3
752,1,3.5,2.1,90.05,21.3,39.5,98.4,42.3,101.2
753,2.2,4.1,1.1,83.6,21.2,40.7,92.2,42.4,93.5
754,7.3,8.1,1.4,78.5,21.35,40.65,88.4,42.6,86.2
755,7.1,3,2,74.55,19.95,40.25,84.1,39.4,80.3
756,8,2.8,1,68.45,17.95,37.5,76.3,34.1,75
757,7.4,8.1,3.2,59.75,16.8,33.55,69.6,31.8,68.8
758,6.7,3.2,7,53.25,11.85,28.8,66.8,22.4,60.2
759,6.8,2.2,5,46.2,8.25,20.6,64.3,15.2,55.5
760,6.8,1.4,1,39.4,6.9,14.05,62.6,12.5,50.7
761,7.4,2.2,8.1,34.15,4.5,24.4,54.8,6.7,47.8
762,7.7,1.4,3.6,33.35,3.7,19.3,45.8,6.3,43
763,5.5,1.4,0.7,31.35,3.1,17.4,41.5,5.7,41.4
764,3.3,1,1.7,29.2,4.35,16.35,38.1,5.4,39.5
765,5.1,1,1,26.3,5.15,16.85,35.9,8.5,39.2
766,3.6,2.2,1.4,17.2,3,11.3,27.3,5.8,28.7
767,9.4,1.6,0.5,14.1,3.5,13.3,23.5,5.6,24.6
768,10,1.6,9.8,10,1.6,15.6,10,2.2,21.3
769,10.8,2.2,7.8,10.8,2.2,12.5,10.8,3.2,18
770,10.8,1.4,6.3,10.8,3.6,8.95,10.8,4.1,13.3
771,8.7,3.2,3.4,8.7,4.5,9.6,8.7,5.1,15
772,14.4,4,3.2,14.4,4.1,12.15,14.4,5,20.5
